CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P64,P65,P66,P128,P129,P130,P131,P132,P135,P136,P137,P138,P139,P140,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,A2,A3,A5,A6,A7,A44,A46,A47,A48,PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061825","61825","56","10002","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","2","0","0","0","0","0","0","0","0","0","2","1","0","0","1","1","0","0","0","0","1","251","2","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061826","61826","54","10002","5","305","159","146","130","146","2","21","6","82","72","1","3","1","11","18","19","15","13","16","22","26","25","29","22","13","14","15","16","31","7","13","11","11","10","9","11","16","10","12","10","8","4","10","4","13","290","12","72","92","88","21","5","149","3","37","51","46","11","1","145","136","5","85","78","5","112","43","25","12","10","20","6","125","49","55","27","77","42","35","36","6","19","19","4","15","6","0","56","0","0","77","121","32","0","32","0","10412","36","76","16","128","305","43","34","24","20","3","4","27","102","102","77","25","69","6","2","40","25","8","3","0","1","0","0","0","13","56","8","0","41","18","12","3","3","0","170","23","40","13","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061827","61827","51","10002","5","114","46","68","50","48","0","14","2","24","21","0","1","0","6","2","6","4","5","6","4","5","8","11","5","12","10","8","8","14","2","1","4","1","2","4","2","2","2","5","2","5","4","3","3","4","108","28","41","21","15","2","1","44","13","15","8","6","1","1","45","44","1","22","21","1","55","17","5","13","5","5","1","50","6","32","11","9","1","2","6","1","0","1","0","2","1","2","4","0","0","9","54","3","0","3","0","4663","5","46","8","59","114","28","16","7","7","1","0","0","13","13","8","5","6","0","2","1","2","5","0","0","0","0","0","0","0","0","1","7","1","1","1","2","2","1","60","1","7","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061828","61828","55","10002","5","37","16","21","12","19","2","4","0","5","9","1","1","0","0","0","1","2","2","2","2","1","2","5","3","0","3","4","5","5","0","0","0","0","2","1","1","1","0","1","2","0","0","3","3","2","37","5","7","15","9","0","1","16","2","3","7","4","0","0","18","17","1","8","7","1","18","8","1","4","1","3","2","16","4","10","5","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","16","0","0","0","0","1419","1","15","0","16","37","4","7","1","4","0","0","0","2","2","2","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","16","0","2","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061829","61829","54","10002","5","46","22","24","15","24","2","3","2","7","12","1","1","1","4","3","0","1","1","1","5","5","4","3","3","2","3","3","3","5","3","0","0","0","1","1","2","3","1","3","0","2","0","2","1","3","42","6","11","8","14","3","0","19","3","4","4","8","0","0","24","23","0","13","12","0","15","6","4","2","1","1","0","24","3","8","5","3","1","0","2","1","0","1","0","2","0","1","0","0","0","3","18","4","0","4","0","1307","3","13","2","18","46","2","8","5","2","1","0","0","10","7","6","1","2","3","1","0","1","3","1","1","0","0","0","0","2","2","1","1","2","1","1","2","0","0","21","1","5","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061830","61830","54","10002","5","17","7","10","4","9","0","3","1","1","6","0","0","0","1","0","1","0","0","0","4","0","3","0","0","0","0","1","1","6","0","0","1","0","0","0","3","0","0","0","0","0","0","1","1","1","16","1","5","5","4","1","0","7","1","2","3","1","0","0","7","7","0","4","4","0","8","2","0","0","0","1","0","6","1","7","2","6","3","1","5","0","0","3","0","0","0","0","6","0","0","6","10","6","0","6","0","864","3","6","1","10","17","5","3","2","0","0","0","0","17","16","8","8","3","5","0","2","0","2","2","2","0","0","0","0","3","3","2","0","5","1","1","1","0","0","17","0","7","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061831","61831","23","10002","2","106","43","63","53","43","2","4","4","19","22","1","0","1","5","9","2","1","4","5","5","5","14","8","8","4","4","13","5","14","2","5","0","1","0","3","1","0","11","3","2","0","1","5","3","6","100","36","24","18","11","11","0","40","11","11","10","4","4","0","53","49","3","26","24","2","37","10","9","1","1","4","1","53","5","23","8","8","3","5","3","0","2","1","0","8","0","0","0","0","0","8","51","2","0","1","1","5058","8","41","2","51","106","23","12","6","9","1","0","0","28","28","23","5","22","0","1","7","13","2","0","0","1","0","0","0","7","13","1","2","9","4","6","3","1","0","65","1","20","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061832","61832","23","10002","2","89","38","51","40","33","4","5","7","17","17","3","0","1","7","4","1","2","5","5","8","10","4","4","9","11","8","2","2","7","3","2","1","2","2","3","2","6","2","1","4","3","3","0","2","2","80","21","21","20","13","5","0","34","9","8","8","7","2","0","53","47","5","25","22","3","24","7","6","3","2","3","1","42","8","12","4","18","10","8","10","0","4","6","0","11","3","0","4","0","0","18","47","0","0","0","0","2960","18","26","3","47","89","23","11","9","3","1","0","0","17","17","16","1","16","0","0","14","2","0","0","0","0","0","0","0","0","4","9","3","3","5","6","0","2","0","52","5","9","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061833","61833","55","10002","5","40","17","23","12","24","0","3","1","4","12","0","0","1","4","3","0","0","0","1","1","5","4","1","1","2","1","2","5","10","2","1","0","0","0","0","0","3","1","1","0","1","0","2","1","5","35","6","5","9","12","3","0","14","3","2","4","5","0","0","14","14","0","8","8","0","19","6","3","1","0","2","0","14","2","13","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","1283","0","15","1","16","40","3","7","2","3","1","0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","15","1","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061834","61834","55","10002","5","1422","679","743","591","640","37","104","50","305","325","15","21","13","54","57","70","49","48","96","132","122","124","92","60","81","72","81","99","185","30","26","39","25","21","47","68","60","62","51","21","34","34","32","42","87","1355","228","435","340","255","83","14","644","98","195","190","110","41","10","652","602","39","342","324","14","589","242","98","73","32","78","42","608","125","340","167","254","124","106","136","12","55","64","5","86","37","41","90","0","0","254","668","2","0","2","0","52825","180","466","53","699","1422","288","219","104","66","17","5","35","69","69","51","18","27","24","0","3","10","13","7","9","0","0","3","6","4","11","3","33","3","7","5","6","12","18","700","15","32","3","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061835","61835","54","10002","5","4","2","2","1","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","0","1","1","0","0","1","0","0","1","0","0","0","2","2","0","1","1","0","1","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","200","0","2","0","2","4","0","2","0","0","0","0","0","3","3","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061836","61836","54","10002","5","99","41","58","42","41","2","12","2","18","20","1","1","1","2","7","6","5","3","3","4","8","7","8","6","7","2","6","7","18","1","3","5","1","0","0","2","5","4","3","1","4","2","2","2","6","96","10","26","23","25","11","1","40","5","8","13","8","5","1","40","36","3","18","17","1","44","14","6","4","0","6","3","36","9","28","11","23","13","14","9","0","8","5","0","0","5","13","5","0","0","23","38","2","0","2","0","3448","4","34","2","40","99","14","9","10","2","3","2","14","41","41","20","21","20","0","0","1","3","16","0","0","0","0","0","0","1","17","1","1","14","2","0","4","0","0","47","1","17","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061837","61837","51","10002","5","147","65","82","62","67","1","14","3","32","32","1","0","0","9","9","8","3","5","3","7","11","18","17","7","7","1","12","13","17","6","4","4","1","1","1","3","4","9","9","4","3","0","6","5","5","135","47","33","26","22","7","0","57","24","11","11","9","2","0","71","67","4","36","34","2","50","15","5","6","2","3","1","71","12","36","12","10","2","3","7","0","1","1","0","4","0","5","1","0","0","10","72","6","1","6","0","6186","11","58","7","76","147","35","19","14","8","0","0","0","10","10","8","2","6","0","2","0","1","6","1","0","0","0","0","0","0","1","0","7","0","1","0","3","2","2","92","1","5","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061838","61838","23","10002","2","167","79","88","70","63","4","22","8","37","32","2","6","2","4","6","9","10","8","11","9","9","12","11","13","18","12","9","11","15","1","3","2","3","7","6","6","7","6","5","6","8","5","4","5","5","162","51","57","27","20","7","0","77","27","31","10","6","3","0","80","78","1","45","43","1","68","28","10","18","10","7","5","82","13","33","13","24","11","9","10","5","3","7","1","7","5","2","10","0","0","24","77","0","0","0","0","7901","14","55","9","78","162","38","15","10","12","2","1","6","36","36","32","4","31","1","0","2","28","2","0","0","0","0","0","0","3","3","19","7","8","11","8","4","1","0","92","18","10","4","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061839","61839","56","10002","5","104","49","55","57","38","3","3","3","28","19","1","0","1","9","7","8","2","3","8","11","13","15","11","6","3","3","3","0","2","2","3","5","1","1","5","6","4","10","5","3","2","1","1","0","0","94","35","29","11","9","10","0","47","18","13","5","5","6","0","69","65","4","37","34","3","11","2","2","3","1","1","1","69","11","5","0","16","10","3","12","1","3","7","0","6","4","1","5","0","0","16","53","5","0","5","0","4193","20","34","0","54","104","27","13","6","7","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","59","0","1","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061840","61840","51","10002","5","214","91","123","85","85","10","24","10","41","41","4","4","1","10","7","10","6","8","9","10","21","17","19","22","18","15","10","10","22","2","4","3","3","4","6","5","9","8","6","10","10","8","4","3","6","202","46","76","43","25","12","0","87","22","28","27","6","4","0","102","98","4","52","50","2","85","30","15","8","4","17","6","96","21","45","19","32","16","12","19","1","8","7","1","11","8","3","10","0","0","32","108","4","0","4","0","8732","19","83","9","111","214","53","28","18","9","3","0","0","43","43","34","9","33","0","1","0","7","27","0","0","0","0","0","0","2","13","11","8","12","8","7","4","2","1","117","8","20","6","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061841","61841","56","10002","5","131","61","70","42","64","5","15","5","24","32","3","0","2","5","3","3","6","4","6","8","5","8","14","10","10","5","5","8","31","2","2","2","4","2","3","4","3","3","7","5","5","3","3","4","9","126","10","41","34","36","5","0","59","2","24","20","11","2","0","59","54","3","31","28","2","61","24","12","6","5","5","1","51","7","38","18","6","1","1","4","1","0","1","0","3","1","0","2","0","0","6","62","0","0","0","0","4634","5","54","7","66","131","30","17","9","10","0","0","0","5","5","5","0","2","3","0","0","1","4","0","0","0","0","0","0","1","0","0","4","1","0","0","0","1","3","62","0","5","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061842","61842","54","10002","5","256","116","140","97","124","3","25","7","45","62","1","7","1","13","15","15","11","10","13","15","24","20","21","16","12","8","13","16","34","9","2","8","5","6","5","8","9","11","9","7","6","4","5","8","14","241","22","58","77","62","22","0","107","9","26","38","28","6","0","114","107","6","60","59","1","99","37","20","20","10","7","2","112","33","52","25","47","24","23","24","0","14","10","0","12","4","0","31","0","0","47","110","6","0","6","0","9401","16","90","8","114","256","37","41","15","15","4","2","12","47","47","30","17","12","12","6","0","2","12","16","0","0","0","0","0","5","18","3","4","7","13","5","1","1","3","117","11","19","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061843","61843","54","10002","5","327","165","162","139","160","4","14","10","72","80","2","8","3","24","25","20","13","16","13","16","18","28","28","24","15","17","18","22","30","10","16","9","4","7","7","10","8","12","15","12","9","9","7","13","17","299","29","80","81","74","29","6","153","15","40","46","32","18","2","143","135","6","79","77","2","115","51","25","12","4","14","7","140","41","64","40","103","45","59","39","5","26","15","4","25","6","5","67","0","0","103","121","4","0","4","0","11892","28","90","5","123","327","27","44","19","25","5","3","30","93","93","62","31","55","7","0","11","36","6","6","2","0","0","0","1","3","53","3","3","44","7","6","2","2","1","127","11","28","23","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061844","61844","23","10002","2","292","130","162","132","109","13","26","12","65","55","3","2","5","11","12","14","12","11","15","9","19","20","26","37","19","11","14","21","41","6","4","6","7","5","9","5","6","10","11","22","6","6","7","6","14","277","67","99","59","35","16","1","121","29","48","30","10","4","0","146","137","7","70","67","2","109","44","14","13","9","14","6","139","23","68","29","13","6","6","5","2","4","2","0","1","0","12","0","0","0","13","150","1","0","1","0","12834","29","109","13","151","292","66","47","22","14","2","0","0","41","41","29","12","26","3","0","3","18","6","2","0","0","0","0","0","1","9","5","14","8","2","3","12","3","1","150","15","11","3","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061845","61845","56","10002","5","53","24","29","26","12","3","10","2","14","7","0","2","1","2","0","2","2","2","0","2","1","3","1","6","6","4","3","7","12","2","0","1","1","1","0","1","1","1","0","3","5","2","0","3","3","51","1","7","19","21","2","1","22","0","2","10","10","0","0","17","15","1","10","9","1","32","11","5","0","0","6","2","13","4","21","9","3","2","0","1","2","0","1","1","1","2","0","0","0","0","3","31","0","0","0","0","1329","29","2","1","32","53","20","5","5","2","0","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","31","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061846","61846","54","10002","5","281","127","154","137","115","7","15","7","60","57","4","3","3","17","12","7","15","5","18","27","32","21","20","15","13","17","11","13","38","7","4","4","9","3","10","12","13","10","10","7","7","9","3","6","13","263","33","91","83","36","17","3","120","13","43","39","19","5","1","132","123","8","71","66","4","113","41","16","15","8","24","4","126","21","58","29","50","20","21","26","3","9","10","1","3","3","15","29","0","0","50","116","5","0","5","0","8613","18","93","8","119","264","46","33","20","10","8","2","12","38","37","18","19","6","11","1","0","2","4","4","5","1","1","1","0","0","5","6","7","2","4","3","3","3","3","146","9","9","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061847","61847","56","10002","5","67","27","40","27","27","0","11","2","11","14","0","1","1","1","1","2","4","2","1","2","3","7","4","4","7","7","1","7","14","0","1","1","1","1","0","1","1","2","2","2","2","4","1","4","4","66","1","8","21","34","2","0","27","1","2","9","14","1","0","22","21","1","12","11","1","41","13","12","2","0","9","4","19","5","18","8","2","1","1","1","0","1","0","0","2","0","0","0","0","0","2","32","0","0","0","0","2068","29","2","1","32","67","11","12","6","2","0","1","6","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","32","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061848","61848","55","10002","5","23","12","11","8","11","1","2","1","5","6","1","0","0","0","0","2","1","1","0","2","0","4","4","1","1","3","1","2","1","0","0","1","0","1","0","1","0","3","2","0","1","2","0","1","0","23","1","9","9","4","0","0","12","0","5","6","1","0","0","10","9","1","7","6","1","11","4","1","2","1","2","0","10","1","6","3","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","10","3","0","3","0","1065","2","7","1","10","23","3","3","2","2","0","0","0","35","32","7","25","4","3","0","1","3","2","0","1","0","0","0","0","1","4","2","0","2","1","4","0","0","0","19","0","5","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061849","61849","56","10002","5","55","24","31","24","17","5","4","5","12","8","2","1","1","1","1","1","0","1","2","2","2","1","5","8","4","7","4","3","13","0","0","0","0","0","0","2","2","1","2","5","3","3","0","1","5","54","4","8","16","19","7","0","24","2","3","9","8","2","0","15","12","2","8","7","1","37","16","4","1","0","10","7","12","0","22","9","4","2","1","3","0","0","2","0","3","1","0","0","0","0","4","30","1","0","1","0","1305","28","2","0","30","55","12","14","3","0","0","1","6","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","32","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061850","61850","51","10002","5","460","222","238","205","194","8","42","11","119","93","1","6","3","7","15","13","22","25","15","26","27","29","35","28","35","44","34","28","77","2","6","6","11","14","7","14","16","13","15","10","15","23","16","13","41","450","161","150","82","41","16","0","220","86","64","40","21","9","0","226","215","7","123","118","3","199","85","16","34","15","18","8","187","49","131","62","18","6","2","12","4","0","4","2","9","0","5","4","0","0","18","199","8","0","7","1","18476","11","178","18","207","421","87","57","38","20","4","1","6","36","36","20","16","18","1","1","1","5","13","1","0","0","0","0","0","0","3","0","17","2","0","3","3","5","7","265","1","17","2","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061851","61851","54","10002","5","132","66","66","49","68","2","8","5","32","32","1","1","0","4","5","5","8","9","4","8","10","12","4","10","16","5","7","5","20","4","4","2","5","6","3","3","4","4","3","3","7","3","4","3","8","128","6","39","43","33","7","0","62","2","21","22","13","4","0","65","59","3","37","34","1","53","19","10","10","4","5","1","58","16","28","14","15","7","6","7","2","5","1","1","1","0","3","11","0","0","15","57","3","0","3","0","5269","9","48","1","58","132","16","23","7","11","1","0","0","43","43","36","7","35","1","0","15","16","3","1","0","1","0","0","0","4","29","3","0","22","6","7","1","0","0","63","8","20","8","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061852","61852","54","10002","5","369","178","191","163","165","7","21","13","83","82","4","3","6","19","19","20","18","11","18","28","38","36","27","29","24","11","29","14","28","12","5","9","12","6","8","12","15","20","16","14","11","6","16","6","10","345","34","92","104","82","27","6","164","12","42","61","37","9","3","183","165","13","95","86","5","128","57","23","19","9","15","8","159","49","71","38","47","15","23","23","1","6","9","0","21","4","1","21","0","0","47","150","9","0","9","0","11841","17","125","14","156","369","46","43","38","22","7","0","0","96","96","66","30","65","1","0","36","24","5","1","0","0","0","0","0","5","53","8","0","39","11","7","5","3","1","162","6","57","3","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061853","61853","51","10002","5","339","160","179","131","158","8","28","14","70","78","5","4","3","10","12","10","11","10","21","29","18","23","21","35","20","22","24","17","56","7","5","5","7","6","9","16","11","11","12","17","6","8","11","10","19","329","81","107","72","52","16","1","153","34","56","38","18","6","1","168","159","8","89","84","5","139","54","18","17","8","13","8","138","29","91","38","20","6","6","12","2","4","2","0","14","0","6","0","0","0","20","160","12","0","12","0","13401","21","131","14","166","339","70","48","26","17","3","2","12","14","14","14","0","14","0","0","0","2","12","0","0","0","0","0","0","0","0","0","14","0","0","1","2","10","1","147","1","12","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061854","61854","51","10002","5","172","73","99","97","52","5","15","3","42","26","3","0","2","6","2","7","8","3","16","10","13","22","16","10","14","5","10","9","21","4","1","3","3","3","4","6","7","12","6","3","7","2","6","3","3","166","35","59","35","30","7","0","69","10","32","16","9","2","0","93","89","2","46","45","0","64","19","9","11","4","6","1","69","17","38","14","30","12","14","15","1","5","7","0","13","4","6","7","0","0","30","105","6","0","6","0","6564","24","75","9","108","172","70","20","11","6","1","0","0","11","11","10","1","10","0","0","8","2","0","0","0","0","0","0","0","0","0","0","10","0","0","0","4","5","1","93","0","9","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061855","61855","51","10002","5","221","108","113","101","93","4","18","5","56","45","1","5","1","7","7","15","11","8","9","23","17","23","20","10","18","9","8","10","26","4","7","9","5","5","4","11","10","9","9","4","10","2","6","3","10","212","43","65","57","42","4","1","102","19","30","29","20","4","0","110","105","4","55","51","3","82","33","13","17","8","12","6","109","25","40","18","35","19","14","18","3","9","9","1","12","3","12","8","0","0","35","106","2","0","2","0","7192","12","82","13","107","221","47","24","22","10","4","0","0","28","28","22","6","22","0","0","18","3","1","0","0","0","0","0","0","1","0","10","11","0","1","8","10","3","0","136","3","16","3","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061856","61856","51","10002","5","444","203","241","201","166","12","48","17","101","82","6","8","6","14","13","17","13","18","29","33","37","26","39","37","23","29","24","24","68","10","4","10","7","9","14","15","21","12","15","21","9","13","11","10","22","428","97","153","92","68","17","1","193","48","69","47","21","7","1","219","203","12","114","106","5","181","65","21","28","15","9","1","188","42","123","49","62","31","26","33","3","16","14","1","27","1","14","20","0","0","62","225","1","1","1","0","18239","44","168","26","238","444","126","51","36","20","3","2","13","38","38","33","5","26","6","1","12","12","9","0","0","0","0","0","0","0","3","3","27","0","2","9","12","7","3","236","4","22","7","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061857","61857","54","10002","5","142","72","70","63","66","2","9","2","34","33","2","2","1","5","3","7","11","9","8","5","9","8","17","13","8","11","7","8","13","2","1","4","9","6","2","2","5","4","8","8","4","6","3","4","4","134","14","33","48","36","3","0","69","6","16","31","14","2","0","73","67","6","40","38","2","54","25","7","11","7","5","3","62","18","31","15","16","9","8","7","1","6","3","0","6","8","0","2","0","0","16","52","1","0","1","0","4993","9","39","6","54","142","17","16","7","7","5","2","19","55","55","46","9","45","1","0","2","1","43","0","0","0","0","0","0","1","45","0","0","41","4","1","0","0","0","53","0","45","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061858","61858","54","10002","5","415","200","215","178","185","4","32","16","91","93","3","6","7","16","26","21","24","18","17","17","34","37","47","32","23","15","20","19","49","11","12","9","9","11","7","7","19","12","27","15","14","9","12","7","19","391","37","106","121","87","35","5","185","15","53","61","37","16","3","207","189","15","113","106","7","145","55","27","25","9","23","11","182","65","70","34","57","28","24","32","1","13","14","1","22","0","1","34","0","0","57","162","0","0","0","0","15150","25","134","10","169","415","50","44","34","31","9","1","6","112","111","70","41","64","6","0","24","36","3","2","3","0","2","0","0","5","54","11","0","38","17","9","3","3","0","157","32","35","1","2"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061859","61859","23","10002","2","119","51","68","55","51","2","6","5","25","24","0","0","2","3","4","4","4","7","8","4","8","9","10","10","15","3","6","9","15","2","3","1","3","5","3","1","3","3","5","2","7","2","4","2","5","115","26","41","25","16","7","0","48","7","21","13","5","2","0","60","56","2","26","25","0","48","19","5","10","6","2","0","52","9","31","13","8","0","2","5","1","0","0","0","4","0","3","1","0","0","8","59","0","0","0","0","4698","7","47","6","60","119","22","24","8","5","1","0","0","16","16","13","3","12","1","0","0","12","1","0","0","0","0","0","0","0","3","5","5","3","1","2","6","1","0","59","11","1","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061860","61860","54","10002","5","320","145","175","145","149","6","15","5","70","71","2","1","1","13","19","15","15","15","20","22","27","42","31","15","22","18","10","9","27","1","12","7","4","5","12","14","9","20","18","5","10","9","7","1","11","304","23","69","106","78","22","6","142","9","30","55","30","13","5","165","154","11","83","79","4","108","42","21","20","8","24","12","130","58","43","21","80","30","36","38","6","13","14","3","19","2","2","57","0","0","80","131","0","0","0","0","10362","26","94","13","133","320","44","33","28","20","3","5","31","92","92","51","41","49","1","1","18","27","4","1","0","0","1","0","0","3","39","8","1","20","13","12","5","0","1","132","15","28","8","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061861","61861","56","10002","5","49","19","30","17","13","2","11","6","7","7","0","2","3","1","0","0","0","0","1","1","2","0","3","6","5","5","3","7","15","0","0","0","0","0","0","1","0","0","2","3","3","1","1","4","4","48","4","6","11","22","3","2","19","2","2","3","12","0","0","16","13","3","7","6","1","32","12","2","0","0","4","2","12","0","26","10","3","0","1","1","1","0","0","0","3","0","0","0","0","0","3","33","0","0","0","0","1388","31","1","1","33","49","19","12","2","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","37","0","0","1","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061862","61862","56","10002","5","624","287","337","256","245","9","86","28","133","122","2","20","10","11","22","18","23","29","36","36","37","44","40","64","48","48","35","32","101","3","9","12","14","12","16","20","23","19","21","32","19","22","16","13","36","610","75","168","189","135","36","7","282","33","79","100","54","11","5","289","254","21","148","135","7","284","115","45","33","18","50","26","228","52","156","70","100","48","40","45","15","18","23","7","55","3","4","38","0","0","100","302","6","0","4","2","20790","138","155","19","312","624","143","77","57","23","9","3","19","19","19","11","8","4","6","1","0","1","1","6","2","1","0","0","0","0","0","0","11","0","0","0","0","0","11","322","1","6","3","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061863","61863","56","10002","5","155","74","81","68","60","2","18","7","38","30","0","2","4","1","0","6","5","5","8","9","6","11","11","15","16","15","16","11","20","0","0","3","3","4","4","6","5","8","4","6","5","7","8","4","7","154","14","41","48","41","9","1","74","7","21","23","22","0","1","71","62","8","42","36","5","77","29","9","6","3","13","4","58","13","49","22","3","1","1","1","1","0","1","0","1","1","1","0","0","0","3","68","2","1","2","0","5119","39","28","6","73","155","27","24","14","4","2","2","12","4","4","3","1","1","2","0","1","0","0","0","2","0","0","0","0","0","0","1","2","0","0","0","1","0","2","80","0","3","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061864","61864","55","10002","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170061865","61865","54","10002","5","122","73","49","55","58","2","4","3","30","38","2","2","1","10","7","6","4","1","7","7","20","15","10","10","6","6","3","4","6","6","3","2","2","0","5","4","12","12","5","7","3","4","3","2","3","111","10","24","38","28","11","0","66","6","13","23","18","6","0","70","64","4","47","41","4","29","15","7","2","0","7","6","51","19","13","8","55","40","16","36","3","10","27","3","1","21","4","29","0","0","55","45","0","0","0","0","3761","31","25","5","61","122","32","12","7","8","0","2","13","30","30","20","10","20","0","0","9","11","0","0","0","0","0","0","0","3","15","2","0","9","5","4","1","1","0","47","0","17","3","0"
